Number,SMILES,AW_ST_CMC/ mN/m,ref,Type_of_surfactant,DOI_1,DOI_2
447,CCCCCCCCCCCC[N+](C)(C)CCOC(C[N+](CCCCCCCCCCCC)(C)C)=O.[Br-].[Br-],30.8,[116],cationic,10.1016/j.ces.2022.118208,
448,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-],27.7,[117],cationic,10.1016/j.ces.2022.118208,
449,CCCCCCCCCCCC[N+](C)(C)CC=C.[Br-],39.5,[118],cationic,10.1016/j.ces.2022.118208,
450,CCCCCCCCCCCCCCCC[N+](C)(C)CC=C.[Br-],34,[118],cationic,10.1016/j.ces.2022.118208,
451,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC=C.[Br-],33.2,[118],cationic,10.1016/j.ces.2022.118208,
452,CCCCCCCCCCCC(C)[N+](C)(C)CCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],36,[119],cationic,10.1016/j.ces.2022.118208,
453,CCCCCCCCCCCC(C)[N+](C)(C)CCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],39.4,[119],cationic,10.1016/j.ces.2022.118208,
454,CCCCCCCCCCCC(C)[N+](C)(C)CCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],41,[119],cationic,10.1016/j.ces.2022.118208,
455,CCCCCCCCCCCC(C)[N+](C)(C)CCCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],40.8,[119],cationic,10.1016/j.ces.2022.118208,
456,CCCCCCCCCCCC(C)[N+](C)(C)CCCCCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],43.3,[119],cationic,10.1016/j.ces.2022.118208,
457,CCCCCCCCCCCC(C)[N+](C)(C)CCCCCCCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],43.3,[119],cationic,10.1016/j.ces.2022.118208,
458,CCCCCCCCCCCC(C)[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],41.4,[119],cationic,10.1016/j.ces.2022.118208,
459,CCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCC.[Cl-].[Cl-],30.4,[120],cationic,10.1016/j.ces.2022.118208,
460,CCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCC.[Cl-].[Cl-],36.2,[120],cationic,10.1016/j.ces.2022.118208,
461,CCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCCCCC.[Cl-].[Cl-],40,[120],cationic,10.1016/j.ces.2022.118208,
462,CCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCCCCCCC.[Cl-].[Cl-],45.2,[120],cationic,10.1016/j.ces.2022.118208,
463,C1=[N+](C=CC(=C1)C=NC2=CC=[N+](C=C2)CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],28.7,[121],cationic,10.1016/j.ces.2022.118208,
464,CCCCCCCCC(CCCCCCCC)C[N+](C)(C)CCO.[Cl-],25.3,[122],cationic,10.1016/j.ces.2022.118208,
465,CCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)C.[Br-],39,[123],cationic,10.1016/j.ces.2022.118208,
466,CCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)C.[Br-],37.9,[123],cationic,10.1016/j.ces.2022.118208,
467,CCCCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)C.[Br-],35.8,[123],cationic,10.1016/j.ces.2022.118208,
468,CCCCCCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)C.[Br-],37.9,[123],cationic,10.1016/j.ces.2022.118208,
469,CCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)CCC[N]4C=[N+](CC3=CC=C(OCCCCCCCCCC)C=C3)C=C4.[Br-].[Br-],37.2,[123],cationic,10.1016/j.ces.2022.118208,
470,CCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)CCC[N]4C=[N+](CC3=CC=C(OCCCCCCCCCCCC)C=C3)C=C4.[Br-].[Br-],32.8,[123],cationic,10.1016/j.ces.2022.118208,
471,CCCCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)CCC[N]4C=[N+](CC3=CC=C(OCCCCCCCCCCCCCC)C=C3)C=C4.[Br-].[Br-],42.6,[123],cationic,10.1016/j.ces.2022.118208,
472,CCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)CCCCCC[N]4C=[N+](CC3=CC=C(OCCCCCCCCCC)C=C3)C=C4.[Br-].[Br-],39.8,[123],cationic,10.1016/j.ces.2022.118208,
473,CCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)CCCCCC[N]4C=[N+](CC3=CC=C(OCCCCCCCCCCCC)C=C3)C=C4.[Br-].[Br-],42.8,[123],cationic,10.1016/j.ces.2022.118208,
474,CCCCCCCCCCCCCCOC1=CC=C(C=C1)C[N+]2=C[N](C=C2)CCCCCC[N]4C=[N+](CC3=CC=C(OCCCCCCCCCCCCCC)C=C3)C=C4.[Br-].[Br-],48.7,[123],cationic,10.1016/j.ces.2022.118208,
475,C1CCC[N+]1(CCCC[N+]2(CCCC2)CCCCCCCCCC)CCCCCCCCCC.[Br-].[Br-],39.1,[124],cationic,10.1016/j.ces.2022.118208,
476,C1CCC[N+]1(CCCC[N+]2(CCCC2)CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],38.1,[124],cationic,10.1016/j.ces.2022.118208,
477,C1CCC[N+]1(CCCC[N+]2(CCCC2)CCCCCCCCCCCCCC)CCCCCCCCCCCCCC.[Br-].[Br-],38,[124],cationic,10.1016/j.ces.2022.118208,
478,C1CCC[N+]1(CCCC[N+]2(CCCC2)CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC.[Br-].[Br-],37.6,[124],cationic,10.1016/j.ces.2022.118208,
479,OCC(O)CN(CCCCC(C(OC)=O)[N+])CC(COC(=O)CCCCCCCCCCC)O.[Cl-],33,[125],cationic,10.1016/j.ces.2022.118208,
480,OCC(O)CN(CCCCC(C(OC)=O)[N+])CC(COC(=O)CCCCCCCCCCCCC)O.[Cl-],31,[125],cationic,10.1016/j.ces.2022.118208,
481,O(CC(O)CN(CCCCC(C(OC)=O)[N+])CC(COC(=O)CCCCCCCCCCC)O)C(=O)CCCCCCCCCCC.[Cl-],24.5,[125],cationic,10.1016/j.ces.2022.118208,
482,O(CC(O)CN(CCCCC(C(OC)=O)[N+])CC(COC(=O)CCCCCCCCCCCCC)O)C(=O)CCCCCCCCCCCCC.[Cl-],25,[125],cationic,10.1016/j.ces.2022.118208,
483,CCCCCCCC[N+](C)(C)CCCNC(=[N+])N(C)C.[Br-].[Br-],35.9,[126],cationic,10.1016/j.ces.2022.118208,
484,CCCCCCCCCC[N+](C)(C)CCCNC(=[N+])N(C)C.[Br-].[Br-],33.7,[126],cationic,10.1016/j.ces.2022.118208,
485,CCCCCCCCCCCC[N+](C)(C)CCCNC(=[N+])N(C)C.[Br-].[Br-],31.9,[126],cationic,10.1016/j.ces.2022.118208,
486,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCC.[Cl-],42.1,[127],cationic,10.1016/j.ces.2022.118208,
487,C1CN(CCN1CC(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)O)CC(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)O.[Cl-].[Cl-],40.9,[128],cationic,10.1016/j.ces.2022.118208,
488,C1CN(CCN1CC(C[N+](C)(C)CCCCCCCCCCCCCCCC)O)CC(C[N+](C)(C)CCCCCCCCCCCCCCCC)O.[Cl-].[Cl-],36.5,[128],cationic,10.1016/j.ces.2022.118208,
489,C1CN(CCN1CC(C[N+](C)(C)CCCCCCCCCCCC)O)CC(C[N+](C)(C)CCCCCCCCCCCC)O.[Cl-].[Cl-],37.6,[128],cationic,10.1016/j.ces.2022.118208,
490,CCCCCCCCOCC(C[N+](C)(C)C)(COCCCCCCCC)C[N+](C)(C)C.[I-].[I-],40.9,[129],cationic,10.1016/j.ces.2022.118208,
491,CCCCCCCCCCOCC(C[N+](C)(C)C)(COCCCCCCCCCC)C[N+](C)(C)C.[I-].[I-],39.6,[129],cationic,10.1016/j.ces.2022.118208,
492,CCCCCCCCCCCCOCC(C[N+](C)(C)C)(COCCCCCCCCCCCC)C[N+](C)(C)C.[I-].[I-],40.8,[129],cationic,10.1016/j.ces.2022.118208,
493,CCCCCCCCCCCCCCOCC(C[N+](C)(C)C)(COCCCCCCCCCCCCCC)C[N+](C)(C)C.[I-].[I-],39.1,[129],cationic,10.1016/j.ces.2022.118208,
494,CCCCCCCCOCC(CC[N+](C)(C)C)(COCCCCCCCC)CC[N+](C)(C)C.[I-].[I-],32.2,[129],cationic,10.1016/j.ces.2022.118208,
495,CCCCCCCCCCOCC(CC[N+](C)(C)C)(COCCCCCCCCCC)CC[N+](C)(C)C.[I-].[I-],32.2,[129],cationic,10.1016/j.ces.2022.118208,
496,CCCCCCCCCCCCOCC(CC[N+](C)(C)C)(COCCCCCCCCCCCC)CC[N+](C)(C)C.[I-].[I-],33.5,[129],cationic,10.1016/j.ces.2022.118208,
497,CCCCCCCCCCCCCCOCC(CC[N+](C)(C)C)(COCCCCCCCCCCCCCC)CC[N+](C)(C)C.[I-].[I-],23.5,[129],cationic,10.1016/j.ces.2022.118208,
498,CCCCCCCCOCC(CCC[N+](C)(C)C)(COCCCCCCCC)CCC[N+](C)(C)C.[I-].[I-],31.4,[129],cationic,10.1016/j.ces.2022.118208,
499,CCCCCCCCCCOCC(CCC[N+](C)(C)C)(COCCCCCCCCCC)CCC[N+](C)(C)C.[I-].[I-],32,[129],cationic,10.1016/j.ces.2022.118208,
500,CCCCCCCCCCCCOCC(CCC[N+](C)(C)C)(COCCCCCCCCCCCC)CCC[N+](C)(C)C.[I-].[I-],33,[129],cationic,10.1016/j.ces.2022.118208,
501,CCCCCCCCCCCCCCOCC(CCC[N+](C)(C)C)(COCCCCCCCCCCCCCC)CCC[N+](C)(C)C.[I-].[I-],33,[129],cationic,10.1016/j.ces.2022.118208,
502,CCCCCCCCOCC(COCC[N+](C)(C)C)(COCCCCCCCC)COCC[N+](C)(C)C.[I-].[I-],31.4,[129],cationic,10.1016/j.ces.2022.118208,
503,CCCCCCCCCCOCC(COCC[N+](C)(C)C)(COCCCCCCCCCC)COCC[N+](C)(C)C.[I-].[I-],32.2,[129],cationic,10.1016/j.ces.2022.118208,
504,CCCCCCCCCCCCOCC(COCC[N+](C)(C)C)(COCCCCCCCCCCCC)COCC[N+](C)(C)C.[I-].[I-],31.5,[129],cationic,10.1016/j.ces.2022.118208,
505,CCCCCCCCCCCCCCOCC(COCC[N+](C)(C)C)(COCCCCCCCCCCCCCC)COCC[N+](C)(C)C.[I-].[I-],32.7,[129],cationic,10.1016/j.ces.2022.118208,
506,CCCCCCCCOCC(COCCC[N+](C)(C)C)(COCCCCCCCC)COCCC[N+](C)(C)C.[I-].[I-],36.7,[129],cationic,10.1016/j.ces.2022.118208,
507,CCCCCCCCCCOCC(COCCC[N+](C)(C)C)(COCCCCCCCCCC)COCCC[N+](C)(C)C.[I-].[I-],35.2,[129],cationic,10.1016/j.ces.2022.118208,
508,CCCCCCCCCCCCOCC(COCCC[N+](C)(C)C)(COCCCCCCCCCCCC)COCCC[N+](C)(C)C.[I-].[I-],34.3,[129],cationic,10.1016/j.ces.2022.118208,
509,CCCCCCCCCCCCCCOCC(COCCC[N+](C)(C)C)(COCCCCCCCCCCCCCC)COCCC[N+](C)(C)C.[I-].[I-],35,[129],cationic,10.1016/j.ces.2022.118208,
510,CCCCCCCCCCCC[N+](C)(C)C.[Br-],35.8,[129],cationic,10.1016/j.ces.2022.118208,
511,CCCCCCCCCCCC[N+](C)(C)CC(OC(O)C=C)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],31.6,[130],cationic,10.1016/j.ces.2022.118208,
512,CC[N+](C)(CC)C1=CC=C(C=C1)C=NCCCCCCCCCCCC.[I-],44.8,[131],cationic,10.1016/j.ces.2022.118208,
513,CC[N+](C)(CC)C1=CC=C(C=C1)C=NCCCCCCCCCCCCCC.[I-],40.8,[131],cationic,10.1016/j.ces.2022.118208,
514,CC[N+](C)(CC)C1=CC=C(C=C1)C=NCCCCCCCCCCCCCCCC.[I-],33,[131],cationic,10.1016/j.ces.2022.118208,
515,CC[N+](C)(CC)C1=CC=C(C=C1)C=NCCCCCCCCCCCCCCCCCC.[I-],36.8,[131],cationic,10.1016/j.ces.2022.118208,
516,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],40.5,[132],cationic,10.1016/j.ces.2022.118208,
517,CCCCCCCC[N+](C)(C)CCCN(CCCCCCCC)C(N(C)C)=[N+].[Cl-].[Cl-],28.1,[132],cationic,10.1016/j.ces.2022.118208,
518,CCCCCCCCCC[N+](C)(C)CCCN(CCCCCCCCCC)C(N(C)C)=[N+].[Cl-].[Cl-],28.5,[132],cationic,10.1016/j.ces.2022.118208,
519,CCCCCCCCCCCC[N+](C)(C)CCCN(CCCCCCCCCCCC)C(N(C)C)=[N+].[Cl-].[Cl-],29.4,[132],cationic,10.1016/j.ces.2022.118208,
520,CCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(OCC[N+](CCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],39.6,[133],cationic,10.1016/j.ces.2022.118208,
521,CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(OCC[N+](CCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],34.9,[133],cationic,10.1016/j.ces.2022.118208,
522,CCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(OCC[N+](CCCCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],32.8,[133],cationic,10.1016/j.ces.2022.118208,
523,CCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(OCC[N+](CCCCCCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],36.7,[133],cationic,10.1016/j.ces.2022.118208,
524,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(OCC[N+](CCCCCCCCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],32.7,[133],cationic,10.1016/j.ces.2022.118208,
525,CCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(OCC[N+](CCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],32,[133],cationic,10.1016/j.ces.2022.118208,
526,CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(OCC[N+](CCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],39.2,[133],cationic,10.1016/j.ces.2022.118208,
527,CCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(OCC[N+](CCCCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],32.6,[133],cationic,10.1016/j.ces.2022.118208,
528,CCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(OCC[N+](CCCCCCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],30.6,[133],cationic,10.1016/j.ces.2022.118208,
529,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(OCC[N+](CCCCCCCCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],33.2,[133],cationic,10.1016/j.ces.2022.118208,
530,[N+]1(=C(NCC1)CCCCCCCCCCC)CCO.C(=O)(O)[O-],29,[134],cationic,10.1016/j.ces.2022.118208,
531,[N+]1(=C(NCC1)CCCCCCCCCCCCC)CCO.C(=O)(O)[O-],28.1,[134],cationic,10.1016/j.ces.2022.118208,
532,[N+]1(=C(NCC1)CCCCCCCCCCCCCCC)CCO.C(=O)(O)[O-],36.4,[134],cationic,10.1016/j.ces.2022.118208,
533,[N+]1(=C(NCC1)CCCCCCCCCCCCCCCCC)CCO.C(=O)(O)[O-],33.1,[134],cationic,10.1016/j.ces.2022.118208,
534,CCCCCCCCCC[N+]CCO.[Br-],33,[135],cationic,10.1016/j.ces.2022.118208,
535,CCCCCCCCCC[N+](CCO)CCO.[Br-],29,[135],cationic,10.1016/j.ces.2022.118208,
536,CCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],28.9,[135],cationic,10.1016/j.ces.2022.118208,
537,CCCCCCCCCC[N+](C)CCO.[Br-],27.5,[135],cationic,10.1016/j.ces.2022.118208,
538,CCCCCCCCCC[N+](C)(C)CCCN=CCCC.[Br-],31.7,[136],cationic,10.1016/j.ces.2022.118208,
539,CCCCCCCCCCCC[N+](C)(C)CCCN=CCCC.[Br-],30,[136],cationic,10.1016/j.ces.2022.118208,
540,CCCCCCCCCCCCCCCC[N+](C)(C)CCCN=CCCC.[Br-],37.5,[136],cationic,10.1016/j.ces.2022.118208,
541,[N]1(C=[N+](C=C1)CCC[N+]2=C[N](C=C2)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O.[Br-].[Br-],30,[137],cationic,10.1016/j.ces.2022.118208,
542,[N]1(C=[N+](C=C1)CCCC[N+]2=C[N](C=C2)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O.[Br-].[Br-],28.1,[137],cationic,10.1016/j.ces.2022.118208,
543,[N]1(C=[N+](C=C1)CCCCC[N+]2=C[N](C=C2)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O.[Br-].[Br-],32.9,[137],cationic,10.1016/j.ces.2022.118208,
544,[N]1(C=[N+](C=C1)CCCCCC[N+]2=C[N](C=C2)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O.[Br-].[Br-],35.2,[137],cationic,10.1016/j.ces.2022.118208,
545,[N]1(C=[N+](C=C1)CCCCCCCC[N+]2=C[N](C=C2)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O.[Br-].[Br-],37.6,[137],cationic,10.1016/j.ces.2022.118208,
546,N1(CCOCC1)C(=O)CCC(=O)N[N+](C)(C)CCCCCCCCCCCC.[I-],40.2,[138],cationic,10.1016/j.ces.2022.118208,
547,N1(CCOCC1)C(=O)CCC(=O)N[N+](C)(C)CCCCCCCCCCCCCC.[I-],38.1,[138],cationic,10.1016/j.ces.2022.118208,
548,N1(CCOCC1)C(=O)CCC(=O)N[N+](C)(C)CCCCCCCCCCCCCCCC.[I-],36.5,[138],cationic,10.1016/j.ces.2022.118208,
549,N1(CCCCC1)C(=O)CCC(=O)N[N+](C)(C)CCCCCCCCCCCC.[I-],38.9,[138],cationic,10.1016/j.ces.2022.118208,
550,N1(CCCCC1)C(=O)CCC(=O)N[N+](C)(C)CCCCCCCCCCCCCC.[I-],36.5,[138],cationic,10.1016/j.ces.2022.118208,
551,N1(CCCCC1)C(=O)CCC(=O)N[N+](C)(C)CCCCCCCCCCCCCCCC.[I-],34.6,[138],cationic,10.1016/j.ces.2022.118208,
552,CCCCCCCCCC[N+](C)(C)CCOC1=CC=C(C=C1)C=NNC(=O)C(NN=CC2=CC=C(OCC[N+](CCCCCCCCCC)(C)C)C=C2)=O.[Cl-].[Cl-],41.4,[139],cationic,10.1016/j.ces.2022.118208,
553,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=C(C=C1)C=NNC(=O)C(NN=CC2=CC=C(OCC[N+](CCCCCCCCCCCC)(C)C)C=C2)=O.[Cl-].[Cl-],32.6,[139],cationic,10.1016/j.ces.2022.118208,
554,CCCCCCCCCCCCCC[N+](C)(C)CCOC1=CC=C(C=C1)C=NNC(=O)C(NN=CC2=CC=C(OCC[N+](CCCCCCCCCCCCCC)(C)C)C=C2)=O.[Cl-].[Cl-],32.5,[139],cationic,10.1016/j.ces.2022.118208,
555,CCCCCCCCCCCCCCCC[N+](C)(C)CCOC1=CC=C(C=C1)C=NNC(=O)C(NN=CC2=CC=C(OCC[N+](CCCCCCCCCCCCCCCC)(C)C)C=C2)=O.[Cl-].[Cl-],30.9,[139],cationic,10.1016/j.ces.2022.118208,
556,CCCCCCCCCCCCCC[N+]1=C[N](C=C1)CCOC(=O)NCCCC.[Br-],44,[140],cationic,10.1016/j.ces.2022.118208,
557,CCCCCCCCCCCCCCCC[N+]1=C[N](C=C1)CCOC(=O)NCCCC.[Br-],42,[140],cationic,10.1016/j.ces.2022.118208,
558,CCCCCCCCCCCCCCCCCC[N+]1=C[N](C=C1)CCOC(=O)NCCCC.[Br-],41.5,[140],cationic,10.1016/j.ces.2022.118208,
559,[N+]1(CCCC1)(C)CC(=O)OCCCCCCCCCCCCCC.[Cl-],36.5,[141],cationic,10.1016/j.ces.2022.118208,
560,[N+]1(CCCC1)(C)CC(=O)OCCCCCCCCCCCCCC.[Br-],32.1,[141],cationic,10.1016/j.ces.2022.118208,
561,[N+]1(CCCC1)(C)CC(=O)OCCCCCCCCCCCCCCCC.[Cl-],41,[141],cationic,10.1016/j.ces.2022.118208,
562,[N+]1(CCCC1)(C)CC(=O)OCCCCCCCCCCCCCCCC.[Br-],37.1,[141],cationic,10.1016/j.ces.2022.118208,
563,CCCCCCCCCCCC(=O)NCCC[N+](C)(CC1=CC=C(C=C1)C[N+](CCCNC(CCCCCCCCCCC)=O)(C)C)C.[Cl-].[Cl-],45.9,[142],cationic,10.1016/j.ces.2022.118208,
564,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(CC1=CC=C(C=C1)C[N+](CCCNC(CCCCCCCCCCCCC)=O)(C)C)C.[Cl-].[Cl-],46.2,[142],cationic,10.1016/j.ces.2022.118208,
565,C1=CC=C[N+](=C1)CCCC.[Cl-],51.1,[143],cationic,10.1016/j.ces.2022.118208,
566,C1=CC=C[N+](=C1)CCCCCC.[Cl-],36.4,[143],cationic,10.1016/j.ces.2022.118208,
567,C1=CC=C[N+](=C1)CCCCCCCC.[Cl-],36.8,[143],cationic,10.1016/j.ces.2022.118208,
568,C1=CC=C([N+](=C1)CCCCCCCC)C.[Cl-],31.8,[143],cationic,10.1016/j.ces.2022.118208,
569,C1=CC(=C[N+](=C1)CCCCCCCC)C.[Cl-],32.4,[143],cationic,10.1016/j.ces.2022.118208,
570,C1=C(C=C[N+](=C1)CCCCCCCC)C.[Cl-],31,[143],cationic,10.1016/j.ces.2022.118208,
571,[N+]1(=C[N](C=C1)C)CC(O)COCCCCCCCCCCCC.[Cl-],23.2,[144],cationic,10.1016/j.ces.2022.118208,
572,[N+]1(=C[N](C=C1)C)CC(O)COCCCCCCCCCCCCCC.[Cl-],31.1,[144],cationic,10.1016/j.ces.2022.118208,
573,[N+]1(=C[N](C=C1)C)CC(O)COCCCCCCCCCCCCCCCC.[Cl-],42,[144],cationic,10.1016/j.ces.2022.118208,
574,[N+]1(=C[N](C=C1)C)CC(O)COCCCCCCCCCCCC.[Br-],21.9,[144],cationic,10.1016/j.ces.2022.118208,
575,[N+]1(=C[N](C=C1)C)CC(O)COCCCCCCCCCCCCCC.[Br-],29.3,[144],cationic,10.1016/j.ces.2022.118208,
576,[N+]1(=C[N](C=C1)C)CC(O)COCCCCCCCCCCCCCCCC.[Br-],40.7,[144],cationic,10.1016/j.ces.2022.118208,
577,CCCCCCCC[N+](C)(C)CC(O)COCCOCC(C[N+](CCCCCCCC)(C)C)O.[Br-].[Br-],55.2,[145],cationic,10.1016/j.ces.2022.118208,
578,CCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(C[N+](CCCCCCCCCC)(C)C)O.[Br-].[Br-],32.6,[145],cationic,10.1016/j.ces.2022.118208,
579,CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(C[N+](CCCCCCCCCCCC)(C)C)O.[Br-].[Br-],30.6,[145],cationic,10.1016/j.ces.2022.118208,
580,CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(C[N+](CCCCCCCCCCCCCC)(C)C)O.[Br-].[Br-],34.5,[145],cationic,10.1016/j.ces.2022.118208,
581,CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(C[N+](CCCCCCCCCCCCCCCC)(C)C)O.[Br-].[Br-],37,[145],cationic,10.1016/j.ces.2022.118208,
582,CCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(C[N+](CCCCCCCC)(C)C)O.[Br-].[Br-],49.1,[145],cationic,10.1016/j.ces.2022.118208,
583,CCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(C[N+](CCCCCCCCCC)(C)C)O.[Br-].[Br-],47,[145],cationic,10.1016/j.ces.2022.118208,
584,CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(C[N+](CCCCCCCCCCCC)(C)C)O.[Br-].[Br-],28.5,[145],cationic,10.1016/j.ces.2022.118208,
585,CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(C[N+](CCCCCCCCCCCCCC)(C)C)O.[Br-].[Br-],34.8,[145],cationic,10.1016/j.ces.2022.118208,
586,CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(C[N+](CCCCCCCCCCCCCCCC)(C)C)O.[Br-].[Br-],36.5,[145],cationic,10.1016/j.ces.2022.118208,
587,CCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(C[N+](CCCCCCCC)(C)C)O.[Br-].[Br-],52.2,[145],cationic,10.1016/j.ces.2022.118208,
588,CCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(C[N+](CCCCCCCCCC)(C)C)O.[Br-].[Br-],48.3,[145],cationic,10.1016/j.ces.2022.118208,
589,CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(C[N+](CCCCCCCCCCCC)(C)C)O.[Br-].[Br-],33.8,[145],cationic,10.1016/j.ces.2022.118208,
590,CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(C[N+](CCCCCCCCCCCCCC)(C)C)O.[Br-].[Br-],33.6,[145],cationic,10.1016/j.ces.2022.118208,
591,CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(C[N+](CCCCCCCCCCCCCCCC)(C)C)O.[Br-].[Br-],43.9,[145],cationic,10.1016/j.ces.2022.118208,
592,[N]1(C=[N+](C=C1)CCO)CC(O)CCCCCCCCCC.[Cl-],31.3,[146],cationic,10.1016/j.ces.2022.118208,
593,[N]1(C=[N+](C=C1)CCO)CC(O)CCCCCCCCCCCC.[Cl-],36,[146],cationic,10.1016/j.ces.2022.118208,
594,[N]1(C=[N+](C=C1)CCO)CC(O)CCCCCCCCCCCCCC.[Cl-],37.4,[146],cationic,10.1016/j.ces.2022.118208,
595,[N]1(C=[N+](C=C1)CCO)CC(O)CCCCCCCCCC.[Br-],28.3,[146],cationic,10.1016/j.ces.2022.118208,
596,[N]1(C=[N+](C=C1)CCO)CC(O)CCCCCCCCCCCC.[Br-],31.4,[146],cationic,10.1016/j.ces.2022.118208,
597,[N]1(C=[N+](C=C1)CCO)CC(O)CCCCCCCCCCCCCC.[Br-],36.9,[146],cationic,10.1016/j.ces.2022.118208,
598,CCCCCCOC(=O)CC([N+])C(=O)OCCCCCC.[Cl-],24.3,[147],cationic,10.1016/j.ces.2022.118208,
599,CCCCCCCCOC(=O)CC([N+])C(=O)OCCCCCC.[Cl-],23.4,[147],cationic,10.1016/j.ces.2022.118208,
600,C1=CC=CC(=C1C=NCCC[N+](C)(C)CC(=O)OCCCCCCCCCC)O.[Cl-],35.9,[148],cationic,10.1016/j.ces.2022.118208,
